SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,InternetService_0,InternetService_DSL,InternetService_Fiber optic,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,gender_Female,gender_Male,Churn
1,0,0,6,1,0,1,0,0,0,0,0,0,81.09329140447015,503.6,0,0,1,1,0,0,1,0,0,0,0,0,1
0,0,0,8,1,0,0,0,0,0,0,0,0,45.03002784929352,433.9610304238601,0,1,0,1,0,0,0,0,0,1,0,1,1
0,0,0,46,1,1,0,0,0,0,0,1,1,85.95276423850821,4031.1495132848863,0,0,1,0,0,0,0,0,0,0,0,0,1
0,0,0,51,1,0,0,0,1,0,1,1,1,98.06110908548517,5013.298422371301,0,0,1,0,0,0,1,0,0,0,0,0,1
0,0,0,5,1,0,0,0,0,0,1,0,1,91.24574658798207,455.02932776517616,0,0,1,1,0,0,0,0,1,0,0,0,1
1,0,0,31,1,0,0,0,0,0,0,1,0,81.63181361441312,2480.502906462435,0,0,1,1,0,0,0,1,0,0,0,0,1
0,0,0,9,1,0,0,0,0,0,1,1,0,89.76227655467108,862.7868739092193,0,0,1,1,0,0,0,0,1,0,0,0,1
1,1,0,42,0,0,0,0,0,0,0,0,1,70.08053156727894,2637.4228778986344,0,0,0,1,0,0,0,0,0,0,0,0,1
0,0,0,26,0,0,0,0,0,0,0,0,1,28.32839769734021,717.3986015666993,0,1,0,1,0,0,0,0,0,0,0,0,1
0,0,0,10,1,0,0,0,0,0,0,0,1,70.1774288264143,738.9354270415142,0,0,1,1,0,0,0,0,1,0,0,1,1
1,0,0,2,1,0,0,0,0,0,0,0,0,74.77899896765206,156.3731581463075,0,0,1,1,0,0,0,0,0,0,0,0,1
0,0,0,12,1,0,0,0,0,0,0,0,1,74.93543984300152,912.3462210033729,0,0,1,1,0,0,0,0,1,0,1,0,1
0,0,0,4,1,0,0,0,0,0,0,0,0,79.12625607156684,303.1227013899315,0,0,1,1,0,0,0,0,1,0,1,0,1
0,0,0,13,1,0,0,0,0,0,0,0,0,83.27743927115226,1096.2922103478338,0,0,1,1,0,0,0,0,1,0,0,0,1
0,0,0,50,1,1,0,1,0,0,1,1,1,109.38838991831082,5548.987712590119,0,0,1,0,0,0,0,0,0,0,1,0,1
0,0,0,4,1,0,0,0,1,0,0,0,1,73.75685567112322,325.4268213023929,0,0,1,1,0,0,0,0,0,0,0,0,1
0,0,0,3,1,0,0,0,0,0,0,0,0,19.645317435934583,60.47507897495332,1,0,0,1,0,0,0,0,0,1,1,0,1
0,0,0,17,1,0,0,0,0,0,0,0,1,19.615569222180874,351.4340932266465,1,0,0,1,0,0,0,0,0,0,0,1,1
0,0,0,18,0,0,1,0,0,0,0,1,0,54.03403607963925,984.8896805812764,0,1,0,1,0,0,1,0,0,0,0,0,1
0,0,0,2,1,0,0,0,0,0,0,0,0,71.57450270274501,146.94966883751476,0,0,0,1,0,0,0,0,0,0,1,0,1
0,1,0,58,1,1,0,1,0,0,1,0,0,97.03610610570423,5627.0054628030575,0,0,1,0,0,0,0,0,0,0,0,1,1
0,1,0,21,1,0,0,0,0,0,0,0,0,55.97883791208571,1206.4848002161762,0,0,0,1,0,0,0,0,0,0,0,0,1
0,0,0,16,1,0,0,0,0,0,0,0,0,47.28452752861624,768.8467553237011,0,1,0,1,0,0,0,0,1,0,0,1,1
0,0,0,19,1,1,0,0,0,0,0,0,0,85.88677998249464,1594.4084604715931,0,0,1,1,0,0,0,0,0,0,0,0,1
0,0,0,15,1,0,0,0,0,0,1,1,0,96.57805644526691,1581.231722700019,0,0,1,1,0,0,0,0,1,0,1,0,1
0,0,0,4,0,0,0,0,0,0,0,1,0,50.5358195693709,199.0314484268845,0,1,0,1,0,0,0,0,1,0,0,1,1
0,0,0,1,1,1,0,0,0,0,0,0,1,74.42839323231934,74.42839323231934,0,0,1,1,0,0,0,0,0,1,0,0,1
1,0,0,16,1,0,0,0,0,0,0,0,0,84.02063479394673,1345.448399671749,0,0,1,1,0,0,0,0,0,0,0,0,1
0,0,0,5,1,0,0,0,0,0,1,1,1,92.82919587595363,450.859907435581,0,0,1,1,0,0,0,0,1,0,0,1,1
0,0,0,16,1,0,0,0,0,0,0,0,0,84.62973201977627,1390.3075148265689,0,0,1,1,0,0,0,0,0,0,0,0,1
0,0,0,1,1,0,0,0,0,0,0,0,1,71.0368084575874,71.0368084575874,0,0,1,1,0,0,0,0,1,0,1,0,1
0,0,0,1,1,0,0,0,0,0,0,0,0,43.97141603433514,43.97141603433514,0,1,0,1,0,0,0,0,0,0,1,0,1
0,0,0,1,0,0,0,0,0,0,0,0,0,34.968036932844036,34.968036932844036,0,1,0,1,0,0,0,0,0,0,1,0,1
0,0,0,15,0,0,0,0,0,0,1,0,0,39.69622484464599,678.6990977057893,0,1,0,1,0,0,0,0,0,0,0,1,1
0,0,0,13,0,0,0,0,0,0,0,0,1,41.4635811941164,480.93781698372857,0,1,0,1,0,0,0,0,1,0,1,0,1
1,0,0,25,1,0,0,1,0,0,0,1,1,95.04122608693913,2497.403774658299,0,0,1,1,0,0,0,0,1,0,1,0,1
0,0,0,1,1,0,0,0,0,0,0,0,0,50.63839060589779,50.63839060589779,0,1,0,1,0,0,0,0,1,0,0,1,1
0,1,0,14,1,0,1,0,0,0,1,0,1,64.82355506605731,940.4398837005402,0,1,0,1,0,0,0,0,0,0,0,0,1
0,0,0,7,1,1,0,0,0,0,0,0,1,86.47060509223122,582.5193166536766,0,0,1,1,0,0,0,0,1,0,0,0,1
0,0,0,16,1,0,1,0,0,0,0,0,1,89.56048712863335,1472.8171511401058,0,0,1,1,0,0,0,0,0,0,0,0,1
0,0,0,13,1,0,1,0,0,0,1,1,0,101.28001335338882,1357.1975655596036,0,0,1,0,0,0,0,0,0,0,1,0,1
0,0,0,38,1,0,0,1,0,0,0,0,1,84.48378951828597,3241.4811584968606,0,0,1,1,0,0,0,0,0,0,0,0,1
1,0,0,50,1,1,0,1,0,0,1,0,0,87.66587326467973,4366.166752467094,0,0,0,0,0,0,0,0,0,0,1,0,1
0,0,0,18,1,0,0,0,0,0,1,0,0,91.66304956267618,1777.8678641273534,0,0,1,1,0,0,0,0,0,0,0,1,1
1,1,0,44,1,1,0,0,1,0,1,0,1,103.8754703351193,4537.815922124617,0,0,1,0,0,0,0,0,1,0,0,0,1
0,0,0,17,1,0,0,0,0,0,0,0,1,88.17536020162476,1486.173420402968,0,0,1,1,0,0,0,0,1,0,0,1,1
0,0,0,8,1,1,0,0,0,0,0,0,1,91.83629967990824,771.5814073862858,0,0,1,1,0,0,0,0,1,0,0,0,1
0,0,0,7,1,0,0,0,0,0,0,0,0,49.39366561422376,344.4119936853425,0,1,0,1,0,0,0,0,0,0,0,1,1
0,0,0,5,1,0,0,0,0,0,0,1,1,86.62730328163632,477.62757907432695,0,0,1,1,0,0,0,0,0,0,0,1,1
0,1,0,47,0,0,0,1,0,0,0,1,0,83.92661506924033,3916.111157896203,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,69,1,1,1,1,1,1,1,1,0,115.87089054895279,8090.531411407579,0,0,1,0,1,0,0,0,0,0,0,0,1
1,0,0,41,1,0,0,0,0,0,0,1,1,87.58589405112451,3594.120819698266,0,0,1,1,0,0,0,0,1,0,0,0,1
0,1,0,52,1,1,0,1,0,0,1,1,0,104.68945915786085,5624.060605314054,0,0,1,0,0,0,0,0,0,0,0,0,1
0,0,0,8,1,1,0,0,0,0,1,0,1,86.99026411026642,761.9770143446661,0,0,1,1,0,0,0,0,1,0,0,0,1
0,0,0,5,1,0,0,0,0,0,0,0,1,83.79286163757595,453.5982866786072,0,0,0,1,0,0,0,0,0,0,0,0,1
0,0,0,39,1,0,0,0,0,0,0,0,1,80.09272462788856,3203.1293839862387,0,0,1,0,0,0,0,0,0,0,1,0,1
0,0,0,1,1,0,0,0,0,0,0,0,0,55.38629771877901,55.38629771877901,0,1,0,1,0,0,0,0,0,1,0,0,1
0,0,0,2,1,0,0,0,0,0,0,0,0,52.94472315618885,91.87445503682142,0,1,0,1,0,0,0,0,0,0,0,0,1
0,0,0,20,0,0,0,1,0,0,0,0,1,75.59716950414239,1504.6757334232125,0,0,0,1,0,0,0,0,0,0,1,0,1
0,0,0,2,1,0,0,0,0,0,0,0,1,77.42689650529877,143.77121282904793,0,0,1,1,0,0,0,0,1,0,0,0,1
0,0,0,2,1,0,0,0,0,0,0,0,1,70.37207322891351,135.25300840159633,0,0,1,1,0,0,0,0,1,0,1,0,1
0,0,0,20,0,0,0,0,0,0,0,1,1,57.78920789569529,1162.6815569195626,0,1,0,0,0,0,0,0,0,0,1,0,1
0,0,0,22,1,1,0,0,0,0,0,0,1,74.4475230232058,1694.14233811677,0,0,1,1,0,0,0,0,0,0,0,0,1
0,0,0,4,1,0,0,0,0,0,0,0,1,73.92556572468537,324.88513636405577,0,0,1,1,0,0,0,0,1,0,1,0,1
0,1,0,28,1,1,0,0,0,0,0,0,1,95.27560092850658,2569.654341882134,0,0,1,1,0,0,0,0,0,0,0,0,1
0,0,0,1,1,0,0,0,0,0,0,0,1,19.058763492010907,19.058763492010907,1,0,0,1,0,0,0,0,0,1,0,1,1
0,0,0,15,1,0,0,0,0,0,0,0,0,19.831670676588242,294.27818496623513,1,0,0,1,0,0,0,0,0,0,0,0,1
0,0,0,7,1,0,0,0,0,0,0,0,0,74.85036015094003,548.2900561508806,0,0,1,1,0,0,0,0,0,0,0,0,1
0,1,0,67,1,1,0,1,0,0,1,1,1,100.25802103549634,6851.825652723899,0,0,1,0,0,0,0,0,1,0,1,0,1
0,0,0,69,1,1,0,0,0,0,1,1,1,104.18270745758913,7257.106937808201,0,0,1,0,0,0,0,0,0,0,0,1,1
0,0,0,1,0,0,0,0,0,0,0,0,1,24.997632577543577,24.997632577543577,0,1,0,1,0,0,0,0,0,0,0,1,1
0,0,0,3,1,1,0,0,0,0,0,0,0,74.7030370113953,216.1838468811007,0,0,1,1,0,0,0,0,0,0,1,0,1
0,0,0,2,1,0,0,0,0,0,0,0,0,71.10162394058872,140.5588888857391,0,0,1,1,0,0,0,0,0,0,0,0,1
1,0,0,58,1,1,0,1,1,0,1,1,1,108.29394132757965,6412.168978073292,0,0,1,0,1,0,0,0,0,0,1,0,1
0,1,0,21,1,0,0,0,0,1,1,1,1,110.55459609976441,2317.9074656725415,0,0,1,1,0,0,0,0,1,0,0,1,1
0,0,0,43,1,1,0,1,0,0,0,0,1,91.31903950315495,4062.1904027392725,0,0,1,1,0,0,1,0,0,0,0,0,1
0,0,0,35,1,0,1,0,0,1,1,0,1,99.60348336656008,3660.5040216203793,0,0,1,0,0,0,0,0,0,0,1,0,1
0,1,0,28,1,1,0,0,0,0,1,1,0,105.77646574945103,2847.911479458337,0,0,1,0,0,0,0,0,0,0,0,1,1
0,1,0,35,1,0,0,0,0,0,0,1,1,85.92922038106359,3132.094611913009,0,0,1,0,0,0,0,0,0,0,0,0,1
0,0,0,1,1,0,0,0,0,0,0,0,1,50.44565898798235,50.44565898798235,0,1,0,1,0,0,0,0,0,0,1,0,1
0,0,1,56,1,0,1,0,0,1,1,1,1,88.40369791607067,4821.358223170178,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0,0,1,1,1,0,0,0,0,1,1,1,93.99337526282854,93.99337526282854,0,0,1,1,0,0,0,0,1,0,0,0,1
0,0,0,23,1,1,0,1,0,0,1,0,1,95.83688257205024,2189.8131174279497,0,0,1,1,0,0,0,0,1,0,0,1,1
0,0,1,29,1,1,0,0,0,0,1,0,0,90.48421591559784,2700.0330559643453,0,0,1,1,0,0,0,0,0,0,0,0,1
0,0,0,1,1,1,0,0,1,0,1,1,1,102.05367412461665,102.05367412461665,0,0,1,1,0,0,0,0,1,0,0,0,1
0,0,0,1,1,0,0,0,1,0,1,0,1,85.5143398275269,85.5143398275269,0,0,1,1,0,0,0,0,0,0,1,0,1
0,0,0,2,1,0,0,0,0,0,0,0,0,66.83908458679711,134.44723892814122,0,0,0,1,0,0,0,0,0,0,0,0,1
0,0,0,3,1,1,0,0,0,0,0,0,1,74.61460176767227,229.84263877409853,0,0,1,1,0,0,0,0,1,0,0,1,1
0,0,0,28,1,0,1,0,0,0,0,1,0,94.6235343235337,2650.958487891864,0,0,1,1,0,0,0,1,0,0,0,1,1
0,1,0,68,1,0,1,1,1,0,1,1,1,110.46312807602824,7506.532010891508,0,0,1,0,1,0,0,0,0,0,0,1,1
0,0,0,61,1,1,0,0,1,0,1,1,1,103.34698500239328,6266.582426628306,0,0,1,0,1,0,0,0,0,0,0,0,1
0,0,0,9,0,0,0,0,0,0,0,0,0,35.807839249958434,329.6417372500059,0,1,0,1,0,0,0,0,0,0,0,0,1
0,0,0,4,1,0,0,0,0,0,0,0,0,72.84256857440862,280.8953184896682,0,0,1,1,0,0,0,0,1,0,0,0,1
1,0,0,1,1,0,0,0,0,0,0,0,1,70.041785586893,70.041785586893,0,0,1,1,0,0,0,0,1,0,1,0,1
0,1,0,70,1,1,0,1,1,1,1,1,1,110.76490793136716,7687.831533279355,0,0,1,0,0,0,0,0,0,0,1,0,1
0,0,0,1,1,0,0,0,1,0,0,0,1,74.88488797621713,74.88488797621713,0,0,1,1,0,0,0,0,0,0,1,0,1
0,0,0,18,0,0,0,0,0,0,0,0,0,35.18242880579844,678.8747080890727,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,1,1,0,0,0,0,0,1,0,1,79.54404730462046,79.54404730462046,0,0,1,1,0,0,0,0,1,0,0,1,1
0,0,0,18,1,1,0,0,0,0,1,0,1,90.56774895760239,1659.703290409942,0,0,1,1,0,0,0,0,1,0,0,0,1
0,0,0,11,1,0,0,0,0,0,0,0,0,88.56097356909562,1050.064835827973,0,0,1,1,0,0,0,0,0,0,1,0,1
0,0,0,24,1,1,0,0,0,0,1,1,1,100.20335978372225,2388.357877485487,0,0,1,1,0,0,0,0,1,0,1,0,1
0,0,0,5,1,0,0,0,0,0,0,0,1,82.82958883986703,419.88147630798136,0,0,1,1,0,0,0,0,0,0,0,0,1
0,0,0,2,1,0,0,0,0,0,0,0,0,74.07386508163947,146.0790843650882,0,0,1,1,0,0,0,0,0,0,1,0,1
0,0,0,25,1,0,0,0,0,0,0,0,1,87.06663758818573,2256.327704507319,0,0,1,1,0,0,0,0,0,0,0,0,1
0,0,0,55,1,1,0,0,0,0,1,0,1,96.78087053726745,5266.714354077973,0,0,1,1,0,0,0,0,1,0,0,1,1
1,0,0,19,1,0,0,0,0,0,0,0,1,75.56495544230391,1472.9458263881943,0,0,1,1,0,0,0,0,1,0,0,1,1
0,0,0,1,1,0,0,0,0,0,0,0,0,20.130421411575814,20.130421411575814,1,0,0,1,0,0,0,0,0,0,0,1,1
0,0,0,22,0,0,0,0,0,0,0,1,0,43.61380393234137,902.7386518964292,0,1,0,0,0,0,0,0,0,0,0,1,1
0,0,0,11,1,1,0,0,0,0,1,1,1,100.17410464538746,1146.1939012143166,0,0,1,1,0,0,0,0,1,0,0,0,1
0,0,0,26,1,1,0,0,0,0,0,0,1,83.87652337281789,2183.553496432326,0,0,1,1,0,0,0,0,1,0,0,0,1
0,1,0,10,1,1,0,0,0,0,0,1,1,85.70950890891497,855.7430978764537,0,0,1,1,0,0,0,0,1,0,0,1,1
0,0,0,19,1,0,0,0,0,0,1,1,1,94.61630827083444,1777.5959677483556,0,0,1,1,0,0,0,0,0,0,0,1,1
1,0,0,1,0,0,0,0,0,0,0,0,0,25.070656782642654,25.070656782642654,0,1,0,1,0,0,0,0,1,0,0,1,1
0,0,0,1,1,0,0,0,0,0,0,0,1,55.63897741922645,55.63897741922645,0,1,0,1,0,0,0,0,0,0,1,0,1
0,0,0,2,1,0,0,1,0,0,0,0,0,49.756470138710576,114.81379646451678,0,1,0,1,0,0,0,0,0,0,1,0,1
0,0,0,2,1,0,0,0,0,0,0,0,0,56.28049830511203,113.61794745762269,0,1,0,1,0,0,0,0,0,1,0,0,1
1,1,0,35,1,1,0,0,0,0,0,1,1,87.5268351752579,3126.0548738630255,0,0,1,1,0,0,0,0,0,0,0,1,1
0,0,0,18,1,0,0,0,0,0,0,0,1,78.8043507177366,1431.1331717349344,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,18,1,0,0,0,0,0,0,0,1,74.05641860864729,1441.5052453984135,0,0,1,1,0,0,0,0,0,0,0,0,1
0,0,0,8,1,0,0,0,0,0,0,0,0,19.988401562903736,158.8517348372498,1,0,0,1,0,0,0,0,0,0,1,0,1
0,1,0,66,1,1,0,1,1,0,1,1,0,104.35384432516763,7066.91135071721,0,0,1,0,0,0,0,0,0,0,0,1,1
0,0,0,1,1,0,0,0,0,0,1,0,1,85.51389101927738,85.51389101927738,0,0,1,1,0,0,0,0,1,0,1,0,1
0,0,0,10,0,0,0,0,0,0,0,0,0,31.5060342055477,303.64937369597817,0,1,0,1,0,0,0,0,0,0,0,0,1
0,0,0,1,1,1,0,0,0,0,0,0,1,75.0691352388299,75.0691352388299,0,0,1,1,0,0,0,0,1,0,0,1,1
0,0,0,15,1,1,0,0,0,0,0,1,0,88.52242481501648,1422.247436230569,0,0,1,1,0,0,0,0,1,0,1,0,1
1,0,0,36,1,1,0,0,0,0,1,1,1,92.53080406922108,3473.406787337286,0,0,1,1,0,0,0,0,1,0,0,1,1
0,0,0,1,1,0,0,0,0,0,0,0,1,45.65,45.65,0,1,0,1,0,0,0,0,1,0,0,0,1
1,1,0,30,1,1,0,0,0,0,0,1,1,89.80396609388666,2647.946931924771,0,0,1,1,0,0,0,0,1,0,0,1,1
0,0,0,1,1,0,0,0,0,0,0,0,1,80.78480901037518,80.78480901037518,0,0,1,1,0,0,0,0,1,0,0,1,1
0,0,0,1,1,0,0,0,0,0,0,0,0,44.410124721168444,44.410124721168444,0,1,0,1,0,0,0,0,0,1,1,0,1
0,0,0,4,1,1,0,0,0,0,0,0,1,85.92718052875597,339.46997686194885,0,0,1,1,0,0,0,0,1,0,0,0,1
0,1,0,64,1,1,0,1,0,0,1,0,0,81.17087998161867,5154.12465853125,0,0,0,0,0,0,0,1,0,0,0,0,1
0,1,0,60,1,1,1,1,0,0,0,0,0,96.79613107792886,5766.957700845777,0,0,1,0,1,0,0,0,0,0,0,0,1
0,0,0,1,1,0,0,0,0,0,0,0,1,69.88697134583697,69.88697134583697,0,0,1,1,0,0,0,0,1,0,0,1,1
0,0,0,5,1,1,0,0,0,0,1,0,1,92.18701882691013,453.2154984027362,0,0,1,1,0,0,0,0,1,0,0,0,1
0,0,0,22,0,0,0,0,0,0,0,0,0,30.194769735856532,668.9287841685043,0,0,0,1,0,0,0,0,0,0,0,0,1
0,0,0,1,1,0,0,0,0,0,0,0,1,69.49211935875775,69.49211935875775,0,0,1,1,0,0,0,0,1,0,1,0,1
0,0,0,1,0,0,0,0,0,0,0,0,0,24.70558576109254,24.70558576109254,0,1,0,1,0,0,0,0,1,0,0,0,1
0,0,0,1,1,0,0,0,0,0,0,0,0,71.08355819700789,71.08355819700789,0,0,1,1,0,0,0,0,0,1,0,1,1
0,0,0,1,1,0,0,1,0,1,0,0,0,60.03303901965435,60.03303901965435,0,1,0,1,0,0,0,0,0,0,0,0,1
0,0,0,2,1,0,0,0,0,0,0,0,0,45.8567284029695,81.15699606928837,0,1,0,1,0,0,0,0,0,0,0,1,1
0,0,0,51,1,1,0,1,0,0,0,1,1,99.78889808904434,5126.09667854379,0,0,1,1,0,0,0,0,1,0,0,0,1
0,0,0,4,1,0,0,0,0,0,0,0,1,79.96014022306828,343.7805139168076,0,0,1,1,0,0,0,0,0,0,0,1,1
0,0,0,1,1,0,0,1,0,0,0,0,1,75.26942178843193,75.26942178843193,0,0,1,1,0,0,0,0,1,0,1,0,1
0,0,0,1,0,0,0,0,0,0,0,0,1,24.36821418157698,24.36821418157698,0,1,0,1,0,0,0,0,0,0,0,1,1
0,0,0,6,1,1,0,1,0,0,0,1,1,107.3532219353696,670.0615618378882,0,0,1,1,0,0,0,1,0,0,0,0,1
0,0,0,35,0,0,0,0,0,0,0,0,0,34.82714885399719,1130.5331729785096,0,1,0,1,0,0,0,0,0,0,0,0,1
0,0,0,12,1,0,0,0,0,0,0,0,1,70.28415046393434,917.0944403803719,0,0,1,1,0,0,0,0,1,0,0,0,1
0,0,0,8,1,1,0,0,0,0,1,1,0,101.79268318208432,849.0313186970124,0,0,1,1,0,0,0,0,0,0,1,0,1
0,0,0,10,1,0,0,0,0,0,0,0,1,77.25106937699408,839.5622955959473,0,0,1,1,0,0,0,0,0,0,1,0,1
0,0,0,21,1,0,0,1,0,0,1,0,1,70.54348364047021,1498.1309654589002,0,0,0,0,0,0,0,0,0,0,1,0,1
0,0,0,30,1,0,0,1,0,0,0,0,1,77.12089788798446,2271.4135642974925,0,0,1,1,0,0,0,0,0,0,0,0,1
0,1,0,47,1,0,0,0,0,0,1,1,1,99.97993660819445,4871.01255232507,0,0,1,0,0,0,0,0,0,0,0,1,1
0,0,0,6,1,1,0,0,0,0,0,0,0,75.41756062360615,480.10416150634063,0,0,1,1,0,0,0,0,0,0,0,0,1
0,0,0,48,1,1,0,1,0,0,0,0,1,89.76481728887698,4151.175489608177,0,0,1,1,0,0,0,0,1,0,0,1,1
0,0,0,8,1,1,0,0,0,0,1,1,0,100.0422061120435,820.1895034946322,0,0,1,1,0,0,0,0,1,0,0,0,1
0,0,0,40,1,0,1,0,0,0,0,0,1,77.06830864968845,3230.6571175721733,0,0,1,1,0,0,0,1,0,0,1,0,1
0,0,0,2,1,0,0,0,0,0,0,0,0,20.06647842328606,36.65767448150121,1,0,0,0,0,0,0,0,0,1,0,0,1
0,0,0,1,1,0,0,0,0,0,1,1,1,88.61067893371292,88.61067893371292,0,0,1,1,0,0,0,0,1,0,0,1,1
0,0,0,35,1,1,0,1,0,0,1,0,1,100.01638698639316,3639.8267472121047,0,0,1,1,0,0,0,0,0,0,1,0,1
0,0,0,1,1,0,0,0,0,0,0,0,1,68.97947693644248,68.97947693644248,0,0,1,1,0,0,0,0,1,0,1,0,1
0,0,0,2,1,0,0,0,0,0,0,0,1,85.81430184365142,181.54107546091285,0,0,1,1,0,0,0,0,1,0,0,0,1
0,0,0,5,1,0,0,1,1,0,0,1,0,93.86745043285882,533.3858938716154,0,0,1,1,0,0,0,0,0,0,0,1,1
0,0,0,13,1,1,0,1,0,0,0,0,0,93.29120044899317,1215.6960085797957,0,0,1,1,0,0,0,0,1,0,0,0,1
0,1,0,47,1,1,0,0,0,0,1,1,1,100.85464091741963,4849.711041756252,0,0,1,0,0,0,0,0,0,0,0,0,1
1,0,0,3,1,1,0,0,0,0,0,0,1,77.58455423291612,232.35012321557372,0,0,1,1,0,0,0,0,1,0,0,1,1
0,0,0,1,1,0,0,0,0,0,0,0,1,55.0,55.0,0,1,0,1,0,0,0,0,0,0,0,0,1
0,0,0,1,1,0,0,0,0,0,0,0,0,20.304153100939985,20.304153100939985,1,0,0,1,0,0,0,0,0,1,0,1,1
0,0,0,1,1,0,0,0,0,0,0,0,1,73.7104395138832,73.7104395138832,0,0,1,1,0,0,0,0,0,1,1,0,1
0,1,0,52,1,1,0,0,0,0,0,1,0,97.49191460135171,5103.439342698457,0,0,1,0,0,0,0,0,0,0,0,1,1
0,0,0,9,0,0,0,0,0,1,1,0,0,62.37158044057974,616.1375951389203,0,1,0,1,0,0,0,0,0,0,0,0,1
0,0,0,1,1,0,0,0,0,0,0,0,1,69.58480335788435,69.58480335788435,0,0,1,1,0,0,0,0,1,0,0,1,1
0,0,0,3,1,1,0,0,0,0,0,0,1,76.75074529862358,228.48985996336583,0,0,1,1,0,0,0,0,1,0,0,1,1
0,0,0,38,1,1,0,0,0,0,1,0,1,91.56749855284443,3535.25284582682,0,0,1,1,0,0,0,0,1,0,1,0,1
0,0,0,1,1,0,0,0,0,0,0,0,0,19.984648387962906,19.984648387962906,1,0,0,1,0,0,0,0,0,1,1,0,1
0,0,0,1,1,0,0,0,0,0,0,0,0,70.27644500460184,70.27644500460184,0,0,1,1,0,0,0,0,0,1,1,0,1
0,0,0,6,1,0,0,0,0,0,0,0,0,46.46301227182718,270.8916018543695,0,1,0,1,0,0,0,0,1,0,0,0,1
0,0,0,1,1,0,0,0,1,0,0,0,1,75.0088134307813,75.0088134307813,0,0,1,1,0,0,0,0,0,0,1,0,1
0,0,0,2,1,0,1,0,0,0,0,0,0,56.459228168075406,113.51990352100943,0,1,0,1,0,0,0,0,0,1,0,1,1
0,1,0,5,1,1,0,1,0,0,0,0,1,79.57648276212512,413.4612657258532,0,0,1,1,0,0,0,0,1,0,0,1,1
0,0,0,51,1,1,1,0,0,0,1,1,1,105.38507610624532,5564.609943297722,0,0,1,0,0,0,0,0,1,0,0,0,1
0,0,0,54,1,1,0,0,0,0,0,1,1,99.54256391591473,5439.308146440292,0,0,1,1,0,0,0,0,0,0,0,0,1
0,1,0,53,1,1,0,1,0,0,1,1,1,102.7702981796489,5489.905569034826,0,0,1,0,0,0,0,0,1,0,0,0,1
0,0,0,8,1,0,0,0,0,0,1,1,0,100.6665530413404,823.819311037896,0,0,1,1,0,0,0,0,0,0,0,1,1
0,0,0,6,1,0,0,0,0,0,0,0,0,79.60398722977449,503.01592829078254,0,0,1,1,0,0,0,0,0,0,1,0,1
0,0,0,51,1,1,1,0,0,0,1,1,0,105.18934843407214,5613.130009593825,0,0,1,0,0,0,0,0,1,0,0,0,1
0,1,0,6,1,0,0,0,0,0,0,0,1,77.46636933888577,499.4761490778262,0,0,1,1,0,0,0,0,0,0,1,0,1
0,0,0,30,1,0,0,0,0,0,0,1,0,89.0648154274856,2752.560480213472,0,0,1,1,0,0,0,0,0,0,0,0,1
0,0,1,2,1,0,0,0,0,0,0,0,0,19.738163300827487,35.877632660165496,1,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,1,1,0,0,1,0,1,0,0,0,60.02421693071715,60.02421693071715,0,1,0,1,0,0,0,0,0,0,0,0,1
0,0,0,2,0,0,0,0,0,0,0,0,1,30.795431630030706,59.001737675398786,0,1,0,1,0,0,0,0,1,0,0,0,1
0,0,0,1,1,0,0,0,0,0,0,0,0,45.200290815140875,45.200290815140875,0,1,0,1,0,0,0,0,1,0,1,0,1
0,0,0,14,1,1,0,0,0,0,0,0,1,63.731784235009876,940.6170898104559,0,1,0,0,0,0,0,0,0,0,1,0,1
0,0,0,2,1,0,0,0,0,0,0,0,1,70.61258415571393,131.48354781001964,0,0,1,1,0,0,0,0,0,0,0,0,1
0,0,0,1,1,0,0,0,0,0,0,0,1,70.03991100858319,70.03991100858319,0,0,1,1,0,0,0,0,0,1,1,0,1
0,0,0,12,1,1,0,1,1,0,1,1,1,108.62897837313751,1370.144232682754,0,0,1,1,0,0,0,0,0,0,0,1,1
0,0,0,6,1,0,1,1,0,0,0,0,0,56.12509912123428,380.6245832266116,0,1,0,1,0,0,0,0,0,0,1,0,1
0,1,0,52,1,1,1,0,0,0,1,0,1,101.7738420563484,5252.04750155172,0,0,1,0,0,0,0,0,0,0,0,1,1
0,0,0,16,1,1,0,0,1,0,0,1,1,86.16242995084521,1423.288117777468,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,34,1,0,0,1,0,0,0,0,1,71.56432027012444,2517.181350062777,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,37,1,1,0,1,0,0,1,1,1,106.70636813064772,4056.3641003555063,0,0,1,1,0,0,0,0,0,0,0,0,1
0,0,0,20,0,0,0,0,0,0,0,0,0,45.77867427656918,871.2460925746118,0,1,0,1,0,0,0,0,1,0,0,0,1
